t1,t2,value
1.3463968515,0.4487989505,0.535
1.3463968515,0.4986655006,0.185
1.3463968515,0.5485320506,0.125
1.3463968515,0.5983986007,0.212
1.3463968515,0.6482651507,0.173
1.3463968515,0.6981317008,0.427
1.3463968515,0.7479982509,0.241
1.3463968515,0.7978648009,0.354
1.3463968515,0.847731351,0.102
1.3463968515,0.897597901,0.138
1.3463968515,0.9474644511,0.159
1.3463968515,0.9973310011,0.162
1.3463968515,1.0471975512,0.156
1.3463968515,1.0970641013,0.128
1.3463968515,1.1469306513,0.124
1.3463968515,1.1967972014,0.148
1.3463968515,1.2466637514,0.149
1.3463968515,1.2965303015,0.146
1.3463968515,1.3463968515,0.146
1.3463968515,1.3962634016,0.21
1.3463968515,1.4461299517,0.203
1.3463968515,1.4959965017,0.488
1.3463968515,1.5458630518,0.461
1.3463968515,1.5957296018,0.209
1.3463968515,1.6455961519,0.654
1.3463968515,1.6954627019,1.226
1.3463968515,1.745329252,0.634
1.3463968515,1.7951958021,0.503
1.3463968515,1.8450623521,0.674
1.3463968515,1.8949289022,0.944
1.3463968515,1.9447954522,0.602
1.3463968515,1.9946620023,0.824
1.3463968515,2.0445285523,0.576
1.3463968515,2.0943951024,0.893
1.3463968515,2.1442616525,0.475
1.3463968515,2.1941282025,0.612
1.3463968515,2.2439947526,1.119
1.3463968515,2.2938613026,1.359
1.3463968515,2.3437278527,0.793
1.3463968515,2.3935944027,1.028
1.3463968515,2.4434609528,0.887
1.3463968515,2.4933275028,1.089
1.3463968515,2.5431940529,0.951
1.3463968515,2.593060603,1.047
1.3463968515,2.642927153,1.114
1.3463968515,2.6927937031,1.218
1.3463968515,2.7426602531,1.269
1.3463968515,2.7925268032,1.282
1.3463968515,2.8423933532,1.138
1.3463968515,2.8922599033,0.899
1.3463968515,2.9421264534,1.573
1.3463968515,2.9919930034,1.15
1.3463968515,3.0418595535,1.554
1.3463968515,3.0917261035,0.962
1.3463968515,3.1415926536,0.977
1.3463968515,3.1914592036,0.96
1.3463968515,3.2413257537,1.312
1.3463968515,3.2911923038,1.116
1.3463968515,3.3410588538,0.871
1.3463968515,3.3909254039,1.444
1.3463968515,3.4407919539,1.249
1.3463968515,3.490658504,1.255
1.3463968515,3.540525054,1.346
1.3463968515,3.5903916041,1.136
1.3463968515,3.6402581542,1.285
1.3463968515,3.6901247042,1.027
1.3463968515,3.7399912543,0.891
1.3463968515,3.7898578043,1.401
1.3463968515,3.8397243544,1.036
1.3463968515,3.8895909044,1.08
1.3463968515,3.9394574545,1.3
1.3463968515,3.9893240046,1.007
1.3463968515,4.0391905546,1.431
1.3463968515,4.0890571047,0.95
1.3463968515,4.1389236547,0.955
1.3463968515,4.1887902048,0.999
1.3463968515,4.2386567548,1.133
1.3463968515,4.2885233049,0.444
1.3463968515,4.338389855,0.87
1.3463968515,4.388256405,1.1
1.3463968515,4.4381229551,0.963
1.3463968515,4.4879895051,0.788
1.3463968515,4.5378560552,1.234
1.3463968515,4.5877226052,0.281
1.3463968515,4.6375891553,0.778
1.3463968515,4.6874557054,0.883
1.3463968515,4.7373222554,0.722
1.3463968515,4.7871888055,0.842
1.3463968515,4.8370553555,0.518
1.3463968515,4.8869219056,0.712
1.3463968515,4.9367884556,0.598
1.3463968515,4.9866550057,0.416
1.3463968515,5.0365215558,0.543
1.3463968515,5.0863881058,0.61
1.3463968515,5.1362546559,0.366
1.3463968515,5.1861212059,0.34
1.3463968515,5.235987756,0.316
1.3463968515,5.285854306,0.343
1.3463968515,5.3357208561,0.171
1.3463968515,5.3855874062,0.209
1.3463968515,5.4354539562,0.14
1.3463968515,5.4853205063,0.211
1.3463968515,5.5351870563,0.189
1.3463968515,5.5850536064,0.173
1.3463968515,5.6349201564,0.246
1.3463968515,5.6847867065,0.193
1.3463968515,5.7346532566,0.186
1.3463968515,5.7845198066,0.176
1.3463968515,5.8343863567,0.175
1.3463968515,5.8842529067,0.161
1.3463968515,5.9341194568,0.163
1.3463968515,5.9839860068,0.199
1.3463968515,6.0338525569,0.187
1.3463968515,6.083719107,0.18
1.3463968515,6.133585657,0.223
1.3463968515,6.1834522071,0.229
1.3463968515,6.2333187571,0.319
1.3962634016,0.0,0.229
1.3962634016,0.0498665501,0.344
1.3962634016,0.0997331001,0.271
1.3962634016,0.1495996502,0.421
1.3962634016,0.1994662002,0.268
1.3962634016,0.2493327503,0.22
1.3962634016,0.2991993003,0.214
1.3962634016,0.3490658504,0.166
1.3962634016,0.3989324005,0.242
1.3962634016,0.4487989505,0.358
1.3962634016,0.4986655006,0.22
1.3962634016,0.5485320506,0.536
1.3962634016,0.5983986007,0.241
1.3962634016,0.6482651507,0.258
1.3962634016,0.6981317008,0.192
1.3962634016,0.7479982509,0.449
1.3962634016,0.7978648009,0.197
1.3962634016,0.847731351,0.311
1.3962634016,0.897597901,0.145
1.3962634016,0.9474644511,0.157
1.3962634016,0.9973310011,0.157
1.3962634016,1.0471975512,0.163
1.3962634016,1.0970641013,0.162
1.3962634016,1.1469306513,0.158
1.3962634016,1.1967972014,0.154
1.3962634016,1.2466637514,0.148
1.3962634016,1.2965303015,0.14
1.3962634016,1.3463968515,0.136
1.3962634016,1.3962634016,0.354
1.3962634016,1.4461299517,0.205
1.3962634016,1.4959965017,0.573
1.3962634016,1.5458630518,0.609
1.3962634016,1.5957296018,0.567
1.3962634016,1.6455961519,0.688
1.3962634016,1.6954627019,0.817
1.3962634016,1.745329252,0.475
1.3962634016,1.7951958021,1.017
1.3962634016,1.8450623521,0.703
1.3962634016,1.8949289022,0.824
1.3962634016,1.9447954522,0.718
1.3962634016,1.9946620023,0.805
1.3962634016,2.0445285523,0.735
1.3962634016,2.0943951024,0.703
1.3962634016,2.1442616525,0.656
1.3962634016,2.1941282025,0.734
1.3962634016,2.2439947526,1.224
1.3962634016,2.2938613026,1.191
1.3962634016,2.3437278527,1.204
1.3962634016,2.3935944027,0.972
1.3962634016,2.4434609528,1.181
1.3962634016,2.4933275028,1.194
1.3962634016,2.5431940529,0.902
1.3962634016,2.593060603,1.091
1.3962634016,2.642927153,0.955
1.3962634016,2.6927937031,0.957
1.3962634016,2.7426602531,1.169
1.3962634016,2.7925268032,1.188
1.3962634016,2.8423933532,1.217
1.3962634016,2.8922599033,1.204
1.3962634016,2.9421264534,1.031
1.3962634016,2.9919930034,1.347
1.3962634016,3.0418595535,1.164
1.3962634016,3.0917261035,1.235
1.3962634016,3.1415926536,1.06
1.3962634016,3.1914592036,0.72
1.3962634016,3.2413257537,0.571
1.3962634016,3.2911923038,1.361
1.3962634016,3.3410588538,1.172
1.3962634016,3.3909254039,1.259
1.3962634016,3.4407919539,1.267
1.3962634016,3.490658504,1.472
1.3962634016,3.540525054,1.162
1.3962634016,3.5903916041,1.269
1.3962634016,3.6402581542,1.122
1.3962634016,3.6901247042,1.498
1.3962634016,3.7399912543,0.995
1.3962634016,3.7898578043,0.802
1.3962634016,3.8397243544,1.252
1.3962634016,3.8895909044,1.185
1.3962634016,3.9394574545,1.086
1.3962634016,3.9893240046,1.293
1.3962634016,4.0391905546,1.234
1.3962634016,4.0890571047,1.047
1.3962634016,4.1389236547,0.96
1.3962634016,4.1887902048,0.708
1.3962634016,4.2386567548,0.978
1.3962634016,4.2885233049,1.063
1.3962634016,4.338389855,1.204
1.3962634016,4.388256405,1.164
1.3962634016,4.4381229551,1.164
1.3962634016,4.4879895051,0.934
1.3962634016,4.5378560552,1.119
1.3962634016,4.5877226052,1.11
1.3962634016,4.6375891553,0.774
1.3962634016,4.6874557054,0.991
1.3962634016,4.7373222554,0.761
1.3962634016,4.7871888055,0.806
1.3962634016,4.8370553555,0.94
1.3962634016,4.8869219056,0.666
1.3962634016,4.9367884556,0.531
1.3962634016,4.9866550057,0.426
1.3962634016,5.0365215558,0.732
1.3962634016,5.0863881058,0.273
1.3962634016,5.1362546559,0.41
1.3962634016,5.1861212059,0.245
1.3962634016,5.235987756,0.431
1.3962634016,5.285854306,0.483
1.3962634016,5.3357208561,0.401
1.3962634016,5.3855874062,0.174
1.3962634016,5.4354539562,0.269
1.3962634016,5.4853205063,0.215
1.3962634016,5.5351870563,0.212
1.3962634016,5.5850536064,0.183
1.3962634016,5.6349201564,0.218
1.3962634016,5.6847867065,0.208
1.3962634016,5.7346532566,0.199
1.3962634016,5.7845198066,0.211
1.3962634016,5.8343863567,0.206
1.3962634016,5.8842529067,0.172
1.3962634016,5.9341194568,0.211
1.3962634016,5.9839860068,0.184
1.3962634016,6.0338525569,0.205
1.3962634016,6.083719107,0.224
1.3962634016,6.133585657,0.221
1.3962634016,6.1834522071,0.214
1.3962634016,6.2333187571,0.183
1.4461299517,0.0,0.167
1.4461299517,0.0498665501,0.291
1.4461299517,0.0997331001,0.234
1.4461299517,0.1495996502,0.255
1.4461299517,0.1994662002,0.38
1.4461299517,0.2493327503,0.167
1.4461299517,0.2991993003,0.25
1.4461299517,0.3490658504,0.377
1.4461299517,0.3989324005,0.199
1.4461299517,0.4487989505,0.308
1.4461299517,0.4986655006,0.195
1.4461299517,0.5485320506,0.403
1.4461299517,0.5983986007,0.231
1.4461299517,0.6482651507,0.192
1.4461299517,0.6981317008,0.277
1.4461299517,0.7479982509,0.407
1.4461299517,0.7978648009,0.489
1.4461299517,0.847731351,0.27
1.4461299517,0.897597901,0.381
1.4461299517,0.9474644511,0.116
1.4461299517,0.9973310011,0.15
1.4461299517,1.0471975512,0.158
1.4461299517,1.0970641013,0.158
1.4461299517,1.1469306513,0.154
1.4461299517,1.1967972014,0.144
1.4461299517,1.2466637514,0.13
1.4461299517,1.2965303015,0.125
1.4461299517,1.3463968515,0.128
1.4461299517,1.3962634016,0.323
1.4461299517,1.4461299517,0.502
1.4461299517,1.4959965017,0.744
1.4461299517,1.5458630518,0.634
1.4461299517,1.5957296018,0.595
1.4461299517,1.6455961519,0.847
1.4461299517,1.6954627019,0.623
1.4461299517,1.745329252,0.927
1.4461299517,1.7951958021,1.106
1.4461299517,1.8450623521,0.696
1.4461299517,1.8949289022,0.733
1.4461299517,1.9447954522,0.806
1.4461299517,1.9946620023,0.703
1.4461299517,2.0445285523,0.751
1.4461299517,2.0943951024,0.492
1.4461299517,2.1442616525,0.762
1.4461299517,2.1941282025,0.932
1.4461299517,2.2439947526,0.746
1.4461299517,2.2938613026,1.262
1.4461299517,2.3437278527,0.822
1.4461299517,2.3935944027,0.887
1.4461299517,2.4434609528,1.225
1.4461299517,2.4933275028,1.23
1.4461299517,2.5431940529,1.317
1.4461299517,2.593060603,1.294
1.4461299517,2.642927153,1.105
1.4461299517,2.6927937031,1.12
1.4461299517,2.7426602531,1.336
1.4461299517,2.7925268032,1.103
1.4461299517,2.8423933532,1.115
1.4461299517,2.8922599033,1.108
1.4461299517,2.9421264534,1.087
1.4461299517,2.9919930034,1.191
1.4461299517,3.0418595535,1.147
1.4461299517,3.0917261035,1.008
1.4461299517,3.1415926536,1.147
1.4461299517,3.1914592036,0.921
1.4461299517,3.2413257537,1.141
1.4461299517,3.2911923038,1.367
1.4461299517,3.3410588538,1.197
1.4461299517,3.3909254039,1.456
1.4461299517,3.4407919539,1.271
1.4461299517,3.490658504,1.197
1.4461299517,3.540525054,1.177
1.4461299517,3.5903916041,0.854
1.4461299517,3.6402581542,1.179
1.4461299517,3.6901247042,1.231
1.4461299517,3.7399912543,1.263
1.4461299517,3.7898578043,1.375
1.4461299517,3.8397243544,1.455
1.4461299517,3.8895909044,0.925
1.4461299517,3.9394574545,1.293
1.4461299517,3.9893240046,1.316
1.4461299517,4.0391905546,0.882
1.4461299517,4.0890571047,1.281
1.4461299517,4.1389236547,1.232
1.4461299517,4.1887902048,0.912
1.4461299517,4.2386567548,0.99
1.4461299517,4.2885233049,1.146
1.4461299517,4.338389855,0.91
1.4461299517,4.388256405,0.84
1.4461299517,4.4381229551,0.812
1.4461299517,4.4879895051,1.063
1.4461299517,4.5378560552,0.705
1.4461299517,4.5877226052,0.903
1.4461299517,4.6375891553,1.114
1.4461299517,4.6874557054,0.978
1.4461299517,4.7373222554,1.161
1.4461299517,4.7871888055,0.508
1.4461299517,4.8370553555,0.729
1.4461299517,4.8869219056,0.601
1.4461299517,4.9367884556,0.919
1.4461299517,4.9866550057,0.704
1.4461299517,5.0365215558,0.583
1.4461299517,5.0863881058,0.633
1.4461299517,5.1362546559,0.733
1.4461299517,5.1861212059,0.316
1.4461299517,5.235987756,0.552
1.4461299517,5.285854306,0.599
1.4461299517,5.3357208561,0.743
1.4461299517,5.3855874062,0.289
1.4461299517,5.4354539562,0.343
1.4461299517,5.4853205063,0.477
1.4461299517,5.5351870563,0.256
1.4461299517,5.5850536064,0.222
1.4461299517,5.6349201564,0.34
1.4461299517,5.6847867065,0.25
1.4461299517,5.7346532566,0.195
1.4461299517,5.7845198066,0.232
1.4461299517,5.8343863567,0.311
1.4461299517,5.8842529067,0.24
1.4461299517,5.9341194568,0.203
1.4461299517,5.9839860068,0.154
1.4461299517,6.0338525569,0.155
1.4461299517,6.083719107,0.163
1.4461299517,6.133585657,0.166
1.4461299517,6.1834522071,0.175
1.4461299517,6.2333187571,0.221
1.4959965017,0.0,0.227
1.4959965017,0.0498665501,0.36
1.4959965017,0.0997331001,0.235
1.4959965017,0.1495996502,0.207
1.4959965017,0.1994662002,0.277
1.4959965017,0.2493327503,0.323
1.4959965017,0.2991993003,0.242
1.4959965017,0.3490658504,0.356
1.4959965017,0.3989324005,0.331
1.4959965017,0.4487989505,0.232
1.4959965017,0.4986655006,0.343
1.4959965017,0.5485320506,0.325
1.4959965017,0.5983986007,0.43
1.4959965017,0.6482651507,0.176
1.4959965017,0.6981317008,0.387
1.4959965017,0.7479982509,0.363
1.4959965017,0.7978648009,0.399
1.4959965017,0.847731351,0.391
1.4959965017,0.897597901,0.358
1.4959965017,0.9474644511,0.509
1.4959965017,0.9973310011,0.127
1.4959965017,1.0471975512,0.118
1.4959965017,1.0970641013,0.124
1.4959965017,1.1469306513,0.123
1.4959965017,1.1967972014,0.129
1.4959965017,1.2466637514,0.134
1.4959965017,1.2965303015,0.135
1.4959965017,1.3463968515,0.137
1.4959965017,1.3962634016,0.403
1.4959965017,1.4461299517,0.262
1.4959965017,1.4959965017,0.288
1.4959965017,1.5458630518,1.121
1.4959965017,1.5957296018,0.681
1.4959965017,1.6455961519,0.874
1.4959965017,1.6954627019,0.781
1.4959965017,1.745329252,0.846
1.4959965017,1.7951958021,0.996
1.4959965017,1.8450623521,1.178
1.4959965017,1.8949289022,1.172
1.4959965017,1.9447954522,0.817
1.4959965017,1.9946620023,0.629
1.4959965017,2.0445285523,0.772
1.4959965017,2.0943951024,0.929
1.4959965017,2.1442616525,0.922
1.4959965017,2.1941282025,1.213
1.4959965017,2.2439947526,1.325
1.4959965017,2.2938613026,0.952
1.4959965017,2.3437278527,1.037
1.4959965017,2.3935944027,1.169
1.4959965017,2.4434609528,1.248
1.4959965017,2.4933275028,1.291
1.4959965017,2.5431940529,1.018
1.4959965017,2.593060603,1.378
1.4959965017,2.642927153,1.246
1.4959965017,2.6927937031,1.256
1.4959965017,2.7426602531,1.288
1.4959965017,2.7925268032,1.136
1.4959965017,2.8423933532,1.192
1.4959965017,2.8922599033,1.385
1.4959965017,2.9421264534,1.178
1.4959965017,2.9919930034,1.407
1.4959965017,3.0418595535,0.804
1.4959965017,3.0917261035,1.097
1.4959965017,3.1415926536,1.351
1.4959965017,3.1914592036,0.851
1.4959965017,3.2413257537,0.967
1.4959965017,3.2911923038,1.084
1.4959965017,3.3410588538,1.209
1.4959965017,3.3909254039,1.201
1.4959965017,3.4407919539,1.419
1.4959965017,3.490658504,1.18
1.4959965017,3.540525054,1.145
1.4959965017,3.5903916041,1.597
1.4959965017,3.6402581542,1.342
1.4959965017,3.6901247042,1.346
1.4959965017,3.7399912543,1.129
1.4959965017,3.7898578043,1.428
1.4959965017,3.8397243544,1.67
1.4959965017,3.8895909044,1.07
1.4959965017,3.9394574545,1.236
1.4959965017,3.9893240046,1.455
1.4959965017,4.0391905546,1.179
1.4959965017,4.0890571047,1.074
1.4959965017,4.1389236547,0.901
1.4959965017,4.1887902048,0.677
1.4959965017,4.2386567548,1.119
1.4959965017,4.2885233049,1.23
1.4959965017,4.338389855,1.208
1.4959965017,4.388256405,1.014
1.4959965017,4.4381229551,1.245
1.4959965017,4.4879895051,1.053
1.4959965017,4.5378560552,1.041
1.4959965017,4.5877226052,1.265
1.4959965017,4.6375891553,1.075
1.4959965017,4.6874557054,1.055
1.4959965017,4.7373222554,0.929
1.4959965017,4.7871888055,0.697
1.4959965017,4.8370553555,0.947
1.4959965017,4.8869219056,0.869
1.4959965017,4.9367884556,0.528
1.4959965017,4.9866550057,0.701
1.4959965017,5.0365215558,0.706
1.4959965017,5.0863881058,0.475
1.4959965017,5.1362546559,0.769
1.4959965017,5.1861212059,0.644
1.4959965017,5.235987756,0.815
1.4959965017,5.285854306,0.503
1.4959965017,5.3357208561,0.488
1.4959965017,5.3855874062,0.621
1.4959965017,5.4354539562,0.401
1.4959965017,5.4853205063,0.406
1.4959965017,5.5351870563,0.385
1.4959965017,5.5850536064,0.442
1.4959965017,5.6349201564,0.388
1.4959965017,5.6847867065,0.367
1.4959965017,5.7346532566,0.317
1.4959965017,5.7845198066,0.252
1.4959965017,5.8343863567,0.306
1.4959965017,5.8842529067,0.211
1.4959965017,5.9341194568,0.203
1.4959965017,5.9839860068,0.193
1.4959965017,6.0338525569,0.177
1.4959965017,6.083719107,0.148
1.4959965017,6.133585657,0.152
1.4959965017,6.1834522071,0.144
1.4959965017,6.2333187571,0.236
1.5458630518,0.0,0.234
1.5458630518,0.0498665501,0.284
1.5458630518,0.0997331001,0.239
1.5458630518,0.1495996502,0.286
1.5458630518,0.1994662002,0.319
1.5458630518,0.2493327503,0.199
1.5458630518,0.2991993003,0.457
1.5458630518,0.3490658504,0.4
1.5458630518,0.3989324005,0.295
1.5458630518,0.4487989505,0.333
1.5458630518,0.4986655006,0.374
1.5458630518,0.5485320506,0.507
1.5458630518,0.5983986007,0.384
1.5458630518,0.6482651507,0.368
1.5458630518,0.6981317008,0.279
1.5458630518,0.7479982509,0.328
1.5458630518,0.7978648009,0.531
1.5458630518,0.847731351,0.447
1.5458630518,0.897597901,0.435
1.5458630518,0.9474644511,0.272
1.5458630518,0.9973310011,0.285
1.5458630518,1.0471975512,0.167
1.5458630518,1.0970641013,0.14
1.5458630518,1.1469306513,0.141
1.5458630518,1.1967972014,0.138
1.5458630518,1.2466637514,0.136
1.5458630518,1.2965303015,0.137
1.5458630518,1.3463968515,0.14
1.5458630518,1.3962634016,0.31
1.5458630518,1.4461299517,0.54
1.5458630518,1.4959965017,0.509
1.5458630518,1.5458630518,0.808
1.5458630518,1.5957296018,0.48
1.5458630518,1.6455961519,0.697
1.5458630518,1.6954627019,0.985
1.5458630518,1.745329252,0.831
1.5458630518,1.7951958021,0.992
1.5458630518,1.8450623521,1.021
1.5458630518,1.8949289022,0.956
1.5458630518,1.9447954522,1.05
1.5458630518,1.9946620023,0.768
1.5458630518,2.0445285523,1.022
1.5458630518,2.0943951024,0.694
1.5458630518,2.1442616525,0.96
1.5458630518,2.1941282025,1.002
1.5458630518,2.2439947526,1.245
1.5458630518,2.2938613026,1.039
1.5458630518,2.3437278527,1.18
1.5458630518,2.3935944027,1.212
1.5458630518,2.4434609528,1.408
1.5458630518,2.4933275028,1.388
1.5458630518,2.5431940529,1.153
1.5458630518,2.593060603,1.005
1.5458630518,2.642927153,0.973
1.5458630518,2.6927937031,1.196
1.5458630518,2.7426602531,1.164
1.5458630518,2.7925268032,1.003
1.5458630518,2.8423933532,1.33
1.5458630518,2.8922599033,1.259
1.5458630518,2.9421264534,1.366
1.5458630518,2.9919930034,1.637
1.5458630518,3.0418595535,1.189
1.5458630518,3.0917261035,1.332
1.5458630518,3.1415926536,1.077
1.5458630518,3.1914592036,1.382
1.5458630518,3.2413257537,1.037
1.5458630518,3.2911923038,1.416
1.5458630518,3.3410588538,1.316
1.5458630518,3.3909254039,0.74
1.5458630518,3.4407919539,1.048
1.5458630518,3.490658504,1.269
1.5458630518,3.540525054,1.251
1.5458630518,3.5903916041,1.242
1.5458630518,3.6402581542,1.486
1.5458630518,3.6901247042,1.35
1.5458630518,3.7399912543,1.234
1.5458630518,3.7898578043,1.253
1.5458630518,3.8397243544,1.345
1.5458630518,3.8895909044,0.936
1.5458630518,3.9394574545,1.254
1.5458630518,3.9893240046,1.05
1.5458630518,4.0391905546,1.247
1.5458630518,4.0890571047,1.381
1.5458630518,4.1389236547,1.058
1.5458630518,4.1887902048,0.808
1.5458630518,4.2386567548,1.367
1.5458630518,4.2885233049,1.082
1.5458630518,4.338389855,1.036
1.5458630518,4.388256405,1.043
1.5458630518,4.4381229551,1.175
1.5458630518,4.4879895051,0.8
1.5458630518,4.5378560552,0.991
1.5458630518,4.5877226052,1.072
1.5458630518,4.6375891553,1.203
1.5458630518,4.6874557054,0.913
1.5458630518,4.7373222554,0.898
1.5458630518,4.7871888055,0.806
1.5458630518,4.8370553555,0.687
1.5458630518,4.8869219056,0.826
1.5458630518,4.9367884556,1.316
1.5458630518,4.9866550057,0.8
1.5458630518,5.0365215558,0.646
1.5458630518,5.0863881058,0.91
1.5458630518,5.1362546559,0.686
1.5458630518,5.1861212059,0.503
1.5458630518,5.235987756,0.492
1.5458630518,5.285854306,0.669
1.5458630518,5.3357208561,0.589
1.5458630518,5.3855874062,0.329
1.5458630518,5.4354539562,0.442
1.5458630518,5.4853205063,0.551
1.5458630518,5.5351870563,0.502
1.5458630518,5.5850536064,0.65
1.5458630518,5.6349201564,0.487
1.5458630518,5.6847867065,0.587
1.5458630518,5.7346532566,0.669
1.5458630518,5.7845198066,0.641
1.5458630518,5.8343863567,0.356
1.5458630518,5.8842529067,0.398
1.5458630518,5.9341194568,0.354
1.5458630518,5.9839860068,0.295
1.5458630518,6.0338525569,0.278
1.5458630518,6.083719107,0.18
1.5458630518,6.133585657,0.178
1.5458630518,6.1834522071,0.197
1.5458630518,6.2333187571,0.337
1.5957296018,0.0,0.419
1.5957296018,0.0498665501,0.483
1.5957296018,0.0997331001,0.252
1.5957296018,0.1495996502,0.401
1.5957296018,0.1994662002,0.45
1.5957296018,0.2493327503,0.474
1.5957296018,0.2991993003,0.381
1.5957296018,0.3490658504,0.453
1.5957296018,0.3989324005,0.587
1.5957296018,0.4487989505,0.522
1.5957296018,0.4986655006,0.59
1.5957296018,0.5485320506,0.69
1.5957296018,0.5983986007,0.668
1.5957296018,0.6482651507,0.302
1.5957296018,0.6981317008,0.299
1.5957296018,0.7479982509,0.213
1.5957296018,0.7978648009,0.502
1.5957296018,0.847731351,0.567
1.5957296018,0.897597901,0.411
1.5957296018,0.9474644511,0.558
1.5957296018,0.9973310011,0.825
1.5957296018,1.0471975512,0.565
1.5957296018,1.0970641013,0.154
1.5957296018,1.1469306513,0.139
1.5957296018,1.1967972014,0.138
1.5957296018,1.2466637514,0.14
1.5957296018,1.2965303015,0.141
1.5957296018,1.3463968515,0.136
1.5957296018,1.3962634016,0.144
1.5957296018,1.4461299517,0.68
1.5957296018,1.4959965017,0.681
1.5957296018,1.5458630518,0.897
1.5957296018,1.5957296018,0.318
1.5957296018,1.6455961519,0.571
1.5957296018,1.6954627019,0.797
1.5957296018,1.745329252,1.159
1.5957296018,1.7951958021,1.061
1.5957296018,1.8450623521,0.808
1.5957296018,1.8949289022,0.844
1.5957296018,1.9447954522,1.053
1.5957296018,1.9946620023,0.573
1.5957296018,2.0445285523,0.684
1.5957296018,2.0943951024,0.535
1.5957296018,2.1442616525,0.822
1.5957296018,2.1941282025,1.219
1.5957296018,2.2439947526,1.238
1.5957296018,2.2938613026,1.274
1.5957296018,2.3437278527,1.308
1.5957296018,2.3935944027,1.187
1.5957296018,2.4434609528,1.341
1.5957296018,2.4933275028,1.263
1.5957296018,2.5431940529,1.249
1.5957296018,2.593060603,1.115
1.5957296018,2.642927153,1.221
1.5957296018,2.6927937031,1.21
1.5957296018,2.7426602531,1.124
1.5957296018,2.7925268032,1.276
1.5957296018,2.8423933532,1.445
1.5957296018,2.8922599033,1.278
1.5957296018,2.9421264534,1.054
1.5957296018,2.9919930034,1.274
1.5957296018,3.0418595535,1.113
1.5957296018,3.0917261035,1.288
1.5957296018,3.1415926536,1.167
1.5957296018,3.1914592036,1.36
1.5957296018,3.2413257537,1.159
1.5957296018,3.2911923038,1.459
1.5957296018,3.3410588538,1.331
1.5957296018,3.3909254039,1.006
1.5957296018,3.4407919539,1.558
1.5957296018,3.490658504,1.337
1.5957296018,3.540525054,1.225
1.5957296018,3.5903916041,0.976
1.5957296018,3.6402581542,1.169
1.5957296018,3.6901247042,1.328
1.5957296018,3.7399912543,1.236
1.5957296018,3.7898578043,1.074
1.5957296018,3.8397243544,1.691
1.5957296018,3.8895909044,1.178
1.5957296018,3.9394574545,1.11
1.5957296018,3.9893240046,1.134
1.5957296018,4.0391905546,0.902
1.5957296018,4.0890571047,0.81
1.5957296018,4.1389236547,0.935
1.5957296018,4.1887902048,1.276
1.5957296018,4.2386567548,1.442
1.5957296018,4.2885233049,1.301
1.5957296018,4.338389855,0.915
1.5957296018,4.388256405,1.301
1.5957296018,4.4381229551,1.158
1.5957296018,4.4879895051,1.219
1.5957296018,4.5378560552,1.002
1.5957296018,4.5877226052,1.309
1.5957296018,4.6375891553,1.302
1.5957296018,4.6874557054,1.092
1.5957296018,4.7373222554,1.219
1.5957296018,4.7871888055,1.171
1.5957296018,4.8370553555,1.196
1.5957296018,4.8869219056,0.978
1.5957296018,4.9367884556,0.852
1.5957296018,4.9866550057,0.831
1.5957296018,5.0365215558,0.857
1.5957296018,5.0863881058,0.664
1.5957296018,5.1362546559,0.625
1.5957296018,5.1861212059,0.835
1.5957296018,5.235987756,0.575
1.5957296018,5.285854306,0.401
1.5957296018,5.3357208561,0.694
1.5957296018,5.3855874062,0.508
1.5957296018,5.4354539562,0.496
1.5957296018,5.4853205063,0.591
1.5957296018,5.5351870563,0.653
1.5957296018,5.5850536064,0.736
1.5957296018,5.6349201564,0.604
1.5957296018,5.6847867065,0.565
1.5957296018,5.7346532566,0.375
1.5957296018,5.7845198066,0.559
1.5957296018,5.8343863567,0.421
1.5957296018,5.8842529067,0.426
1.5957296018,5.9341194568,0.571
1.5957296018,5.9839860068,0.344
1.5957296018,6.0338525569,0.277
1.5957296018,6.083719107,0.274
1.5957296018,6.133585657,0.244
1.5957296018,6.1834522071,0.209
1.5957296018,6.2333187571,0.339
1.6455961519,0.0,0.527
1.6455961519,0.0498665501,0.3
1.6455961519,0.0997331001,0.448
1.6455961519,0.1495996502,0.527
1.6455961519,0.1994662002,0.242
1.6455961519,0.2493327503,0.628
1.6455961519,0.2991993003,0.559
1.6455961519,0.3490658504,0.358
1.6455961519,0.3989324005,0.859
1.6455961519,0.4487989505,0.487
1.6455961519,0.4986655006,0.407
1.6455961519,0.5485320506,0.686
1.6455961519,0.5983986007,0.669
1.6455961519,0.6482651507,0.601
1.6455961519,0.6981317008,0.588
1.6455961519,0.7479982509,0.395
1.6455961519,0.7978648009,0.292
1.6455961519,0.847731351,0.664
1.6455961519,0.897597901,0.629
1.6455961519,0.9474644511,1.062
1.6455961519,0.9973310011,0.477
1.6455961519,1.0471975512,0.558
1.6455961519,1.0970641013,0.571
1.6455961519,1.1469306513,0.135
1.6455961519,1.1967972014,0.14
1.6455961519,1.2466637514,0.137
1.6455961519,1.2965303015,0.142
1.6455961519,1.3463968515,0.162
1.6455961519,1.3962634016,0.175
1.6455961519,1.4461299517,0.662
1.6455961519,1.4959965017,0.618
1.6455961519,1.5458630518,0.803
1.6455961519,1.5957296018,0.624
1.6455961519,1.6455961519,0.998
1.6455961519,1.6954627019,1.003
