t1,t2,value
1.5009831567,4.6774823953,0.803
1.5009831567,4.7123889804,1.097
1.5009831567,4.7472955654,1.255
1.5009831567,4.7822021505,0.723
1.5009831567,4.8171087355,0.973
1.5009831567,4.8520153205,1.203
1.5009831567,4.8869219056,0.838
1.5009831567,4.9218284906,1.027
1.5009831567,4.9567350757,0.974
1.5009831567,4.9916416607,0.79
1.5009831567,5.0265482457,0.855
1.5009831567,5.0614548308,0.712
1.5009831567,5.0963614158,0.699
1.5009831567,5.1312680009,0.994
1.5009831567,5.1661745859,1.025
1.5009831567,5.2010811709,0.952
1.5009831567,5.235987756,0.56
1.5009831567,5.270894341,0.434
1.5009831567,5.3058009261,0.488
1.5009831567,5.3407075111,0.664
1.5009831567,5.3756140961,0.362
1.5009831567,5.4105206812,0.538
1.5009831567,5.4454272662,0.619
1.5009831567,5.4803338513,0.534
1.5009831567,5.5152404363,0.368
1.5009831567,5.5501470213,0.437
1.5009831567,5.5850536064,0.381
1.5009831567,5.6199601914,0.391
1.5009831567,5.6548667765,0.336
1.5009831567,5.6897733615,0.403
1.5009831567,5.7246799465,0.45
1.5009831567,5.7595865316,0.408
1.5009831567,5.7944931166,0.326
1.5009831567,5.8293997017,0.306
1.5009831567,5.8643062867,0.315
1.5009831567,5.8992128717,0.28
1.5009831567,5.9341194568,0.173
1.5009831567,5.9690260418,0.178
1.5009831567,6.0039326269,0.219
1.5009831567,6.0388392119,0.182
1.5009831567,6.0737457969,0.146
1.5009831567,6.108652382,0.152
1.5009831567,6.143558967,0.151
1.5009831567,6.1784655521,0.153
1.5009831567,6.2133721371,0.168
1.5009831567,6.2482787221,0.242
1.5358897418,0.0,0.358
1.5358897418,0.034906585,0.248
1.5358897418,0.0698131701,0.206
1.5358897418,0.1047197551,0.229
1.5358897418,0.1396263402,0.249
1.5358897418,0.1745329252,0.396
1.5358897418,0.2094395102,0.377
1.5358897418,0.2443460953,0.289
1.5358897418,0.2792526803,0.362
1.5358897418,0.3141592654,0.447
1.5358897418,0.3490658504,0.317
1.5358897418,0.3839724354,0.45
1.5358897418,0.4188790205,0.325
1.5358897418,0.4537856055,0.475
1.5358897418,0.4886921906,0.462
1.5358897418,0.5235987756,0.4
1.5358897418,0.5585053606,0.506
1.5358897418,0.5934119457,0.683
1.5358897418,0.6283185307,0.53
1.5358897418,0.6632251158,0.329
1.5358897418,0.6981317008,0.308
1.5358897418,0.7330382858,0.289
1.5358897418,0.7679448709,0.38
1.5358897418,0.8028514559,0.307
1.5358897418,0.837758041,0.573
1.5358897418,0.872664626,0.417
1.5358897418,0.907571211,0.697
1.5358897418,0.9424777961,0.305
1.5358897418,0.9773843811,0.574
1.5358897418,1.0122909662,0.45
1.5358897418,1.0471975512,0.122
1.5358897418,1.0821041362,0.136
1.5358897418,1.1170107213,0.141
1.5358897418,1.1519173063,0.141
1.5358897418,1.1868238914,0.139
1.5358897418,1.2217304764,0.137
1.5358897418,1.2566370614,0.136
1.5358897418,1.2915436465,0.136
1.5358897418,1.3264502315,0.138
1.5358897418,1.3613568166,0.14
1.5358897418,1.3962634016,0.338
1.5358897418,1.4311699866,0.484
1.5358897418,1.4660765717,0.571
1.5358897418,1.5009831567,0.778
1.5358897418,1.5358897418,0.757
1.5358897418,1.5707963268,0.917
1.5358897418,1.6057029118,0.394
1.5358897418,1.6406094969,0.658
1.5358897418,1.6755160819,0.354
1.5358897418,1.710422667,0.869
1.5358897418,1.745329252,0.913
1.5358897418,1.780235837,0.791
1.5358897418,1.8151424221,1.029
1.5358897418,1.8500490071,1.109
1.5358897418,1.8849555922,1.031
1.5358897418,1.9198621772,0.725
1.5358897418,1.9547687622,1.011
1.5358897418,1.9896753473,0.999
1.5358897418,2.0245819323,0.964
1.5358897418,2.0594885174,0.725
1.5358897418,2.0943951024,0.906
1.5358897418,2.1293016874,1.109
1.5358897418,2.1642082725,1.137
1.5358897418,2.1991148575,1.382
1.5358897418,2.2340214426,1.082
1.5358897418,2.2689280276,0.878
1.5358897418,2.3038346126,0.987
1.5358897418,2.3387411977,1.078
1.5358897418,2.3736477827,1.048
1.5358897418,2.4085543678,1.271
1.5358897418,2.4434609528,1.3
1.5358897418,2.4783675378,1.141
1.5358897418,2.5132741229,0.872
1.5358897418,2.5481807079,1.231
1.5358897418,2.583087293,1.408
1.5358897418,2.617993878,1.188
1.5358897418,2.652900463,0.984
1.5358897418,2.6878070481,1.224
1.5358897418,2.7227136331,1.027
1.5358897418,2.7576202182,1.269
1.5358897418,2.7925268032,1.325
1.5358897418,2.8274333882,0.941
1.5358897418,2.8623399733,1.045
1.5358897418,2.8972465583,1.165
1.5358897418,2.9321531434,1.262
1.5358897418,2.9670597284,1.271
1.5358897418,3.0019663134,1.06
1.5358897418,3.0368728985,0.92
1.5358897418,3.0717794835,1.234
1.5358897418,3.1066860685,1.436
1.5358897418,3.1415926536,1.187
1.5358897418,3.1764992386,0.956
1.5358897418,3.2114058237,1.017
1.5358897418,3.2463124087,1.52
1.5358897418,3.2812189937,1.23
1.5358897418,3.3161255788,1.233
1.5358897418,3.3510321638,1.365
1.5358897418,3.3859387489,1.134
1.5358897418,3.4208453339,1.112
1.5358897418,3.4557519189,1.349
1.5358897418,3.490658504,0.938
1.5358897418,3.525565089,1.213
1.5358897418,3.5604716741,1.347
1.5358897418,3.5953782591,0.798
1.5358897418,3.6302848441,0.945
1.5358897418,3.6651914292,1.287
1.5358897418,3.7000980142,1.33
1.5358897418,3.7350045993,1.118
1.5358897418,3.7699111843,1.224
1.5358897418,3.8048177693,1.217
1.5358897418,3.8397243544,1.264
1.5358897418,3.8746309394,1.409
1.5358897418,3.9095375245,1.206
1.5358897418,3.9444441095,1.322
1.5358897418,3.9793506945,1.078
1.5358897418,4.0142572796,1.272
1.5358897418,4.0491638646,1.264
1.5358897418,4.0840704497,1.269
1.5358897418,4.1189770347,0.997
1.5358897418,4.1538836197,1.171
1.5358897418,4.1887902048,1.32
1.5358897418,4.2236967898,0.92
1.5358897418,4.2586033749,1.414
1.5358897418,4.2935099599,1.009
1.5358897418,4.3284165449,1.194
1.5358897418,4.36332313,1.032
1.5358897418,4.398229715,0.877
1.5358897418,4.4331363001,1.014
1.5358897418,4.4680428851,0.876
1.5358897418,4.5029494701,0.937
1.5358897418,4.5378560552,1.319
1.5358897418,4.5727626402,1.565
1.5358897418,4.6076692253,1.274
1.5358897418,4.6425758103,0.811
1.5358897418,4.6774823953,0.846
1.5358897418,4.7123889804,1.109
1.5358897418,4.7472955654,0.906
1.5358897418,4.7822021505,1.093
1.5358897418,4.8171087355,0.853
1.5358897418,4.8520153205,0.971
1.5358897418,4.8869219056,0.833
1.5358897418,4.9218284906,0.881
1.5358897418,4.9567350757,1.152
1.5358897418,4.9916416607,0.76
1.5358897418,5.0265482457,0.503
1.5358897418,5.0614548308,0.599
1.5358897418,5.0963614158,0.694
1.5358897418,5.1312680009,0.995
1.5358897418,5.1661745859,0.556
1.5358897418,5.2010811709,0.594
1.5358897418,5.235987756,0.97
1.5358897418,5.270894341,0.85
1.5358897418,5.3058009261,0.657
1.5358897418,5.3407075111,0.872
1.5358897418,5.3756140961,0.624
1.5358897418,5.4105206812,0.495
1.5358897418,5.4454272662,0.594
1.5358897418,5.4803338513,0.393
1.5358897418,5.5152404363,0.504
1.5358897418,5.5501470213,0.551
1.5358897418,5.5850536064,0.413
1.5358897418,5.6199601914,0.619
1.5358897418,5.6548667765,0.391
1.5358897418,5.6897733615,0.474
1.5358897418,5.7246799465,0.515
1.5358897418,5.7595865316,0.374
1.5358897418,5.7944931166,0.368
1.5358897418,5.8293997017,0.451
1.5358897418,5.8643062867,0.348
1.5358897418,5.8992128717,0.284
1.5358897418,5.9341194568,0.267
1.5358897418,5.9690260418,0.266
1.5358897418,6.0039326269,0.343
1.5358897418,6.0388392119,0.189
1.5358897418,6.0737457969,0.17
1.5358897418,6.108652382,0.166
1.5358897418,6.143558967,0.166
1.5358897418,6.1784655521,0.205
1.5358897418,6.2133721371,0.267
1.5358897418,6.2482787221,0.27
1.5707963268,0.0,0.225
1.5707963268,0.034906585,0.373
1.5707963268,0.0698131701,0.414
1.5707963268,0.1047197551,0.262
1.5707963268,0.1396263402,0.425
1.5707963268,0.1745329252,0.303
1.5707963268,0.2094395102,0.583
1.5707963268,0.2443460953,0.559
1.5707963268,0.2792526803,0.372
1.5707963268,0.3141592654,0.424
1.5707963268,0.3490658504,0.375
1.5707963268,0.3839724354,0.319
1.5707963268,0.4188790205,0.407
1.5707963268,0.4537856055,0.485
1.5707963268,0.4886921906,0.498
1.5707963268,0.5235987756,0.278
1.5707963268,0.5585053606,0.577
1.5707963268,0.5934119457,0.434
1.5707963268,0.6283185307,0.454
1.5707963268,0.6632251158,0.253
1.5707963268,0.6981317008,0.467
1.5707963268,0.7330382858,0.24
1.5707963268,0.7679448709,0.48
1.5707963268,0.8028514559,0.506
1.5707963268,0.837758041,0.478
1.5707963268,0.872664626,0.325
1.5707963268,0.907571211,0.903
1.5707963268,0.9424777961,0.781
1.5707963268,0.9773843811,0.624
1.5707963268,1.0122909662,0.467
1.5707963268,1.0471975512,0.448
1.5707963268,1.0821041362,0.127
1.5707963268,1.1170107213,0.138
1.5707963268,1.1519173063,0.139
1.5707963268,1.1868238914,0.137
1.5707963268,1.2217304764,0.137
1.5707963268,1.2566370614,0.137
1.5707963268,1.2915436465,0.139
1.5707963268,1.3264502315,0.141
1.5707963268,1.3613568166,0.142
1.5707963268,1.3962634016,0.241
1.5707963268,1.4311699866,0.528
1.5707963268,1.4660765717,0.684
1.5707963268,1.5009831567,0.979
1.5707963268,1.5358897418,0.695
1.5707963268,1.5707963268,0.464
1.5707963268,1.6057029118,0.586
1.5707963268,1.6406094969,0.737
1.5707963268,1.6755160819,0.623
1.5707963268,1.710422667,0.829
1.5707963268,1.745329252,1.085
1.5707963268,1.780235837,0.566
1.5707963268,1.8151424221,0.623
1.5707963268,1.8500490071,1.085
1.5707963268,1.8849555922,0.669
1.5707963268,1.9198621772,0.859
1.5707963268,1.9547687622,1.297
1.5707963268,1.9896753473,0.81
1.5707963268,2.0245819323,0.657
1.5707963268,2.0594885174,0.552
1.5707963268,2.0943951024,0.608
1.5707963268,2.1293016874,0.894
1.5707963268,2.1642082725,0.943
1.5707963268,2.1991148575,0.936
1.5707963268,2.2340214426,1.068
1.5707963268,2.2689280276,0.812
1.5707963268,2.3038346126,1.043
1.5707963268,2.3387411977,1.114
1.5707963268,2.3736477827,0.983
1.5707963268,2.4085543678,1.295
1.5707963268,2.4434609528,1.168
1.5707963268,2.4783675378,1.451
1.5707963268,2.5132741229,1.091
